WELL;DEPTH_MD;X_LOC;Y_LOC;Z_LOC;GROUP;FORMATION;CALI;RSHA;RMED;RDEP;RHOB;GR;SGR;NPHI;PEF;DTC;SP;BS;ROP;DTS;DCAL;DRHO;MUDWEIGHT;RMIC;ROPA;RXO;FORCE_2020_LITHOFACIES_LITHOLOGY;FORCE_2020_LITHOFACIES_CONFIDENCE;Cluster
16/11-1 ST3;866.83320068;474567.0625;6436486.5;-839.8222046;NORDLAND GP.;;13.410150528;;1.3029032946;1.2253404856;;53.228168488;;;;160.53439331;49.641586304;12.250000954;5.2511820793;;;;;;;;65000;1.0;2
35/11-7;2341.99;531923.8125;6766809.5;-2312.841064;VIKING GP.;Heather Fm.;8.9687519073;6.9048638344;6.4624638557;4.6587562561;2.4504919052;97.541488647;;0.3686006367;4.1201238632;91.895988464;-3.760960817;8.5;;;;0.004719947;;;;;65000;1.0;1
33/6-3 S;2691.1932;444491.125;6829557.0;-2652.880371;SHETLAND GP.;Kyrre Fm.;12.090491295;;1.2882950306;1.2885706425;;74.162689209;;0.3682945371;;104.59529114;;12.250000954;37.568260193;224.4763031;;;;;38.026542664;;65000;1.0;1
25/4-5;1664.2228051;454469.53125;6603730.0;-1638.922852;HORDALAND GP.;Grid Mb.;17.149730682;;0.7092925906;1.3247784376;2.0763580799;48.674911499;;0.4588916004;;142.27127075;;17.5;;;-0.350268781;-0.002541545;;;;;65000;1.0;2
31/2-8;1071.4289795;526927.0625;6758509.0;-1046.380737;HORDALAND GP.;;18.559440613;;1.3728867769;1.4898052216;2.1552798748;87.940338135;;0.4446593821;;141.04994202;47.628318787;;;;;0.0347818248;;;;;65000;1.0;2
29/6-1;2506.8010007;444579.25;6711930.5;-2481.603027;SHETLAND GP.;Jorsalfare Fm.;18.219259262;3.5618035793;2.4785971642;2.2238094807;;52.495922089;;;;95.263076782;77.255996704;;;;;;;;;3.5615143776;65000;1.0;2
34/7-20;3013.782;448303.34375;6812840.0;-2987.638672;DUNLIN GP.;Amundsen Fm.;13.215247154;5.3377337456;2.050141573;3.0156710148;2.6054925919;108.57554626;;0.3055061996;;85.724502563;167.38514709;;;;;-0.005636903;;;;;65000;1.0;1
34/2-4;838.21743604;482074.65625;6847169.0;-805.1928101;NORDLAND GP.;;20.649093628;;2.2577319145;2.9832079411;;51.637775421;;;;128.18334961;19.629999161;;;;;;;;;;65030;1.0;2
31/2-19 S;3234.3584;519268.84375;6753374.0;-2885.519775;VIKING GP.;Heather Fm.;9.310965538;17.967233658;18.188846588;17.975605011;2.5694093704;104.78540039;;0.3532527387;4.3590297699;77.974411011;-193.3326721;8.5;;;0.8109653592;-0.001751969;;18.543691635;;18.542041779;65000;1.0;1
35/11-7;2614.678;531924.75;6766803.5;-2585.444092;DUNLIN GP.;Cook Fm.;8.464799881;3.1139519215;3.1718213558;2.2160644531;2.4412391186;79.977912903;;0.2400431037;4.0946207047;86.207672119;28.285820007;8.5;;;;0.0144015513;;;;;65000;1.0;1
35/11-11;2512.6996;530385.625;6775185.5;-2488.848389;VIKING GP.;Draupne Fm.;13.038030624;;4.0478205681;3.3494989872;2.3845045567;157.88951111;;0.3615522981;3.0486831665;102.08970642;51.325584412;12.250000954;16.802999496;203.70643616;;0.0837527588;;0.8987686038;10.75177002;;65000;1.0;1
31/2-8;2974.4689795;526905.5;6758501.0;-2948.46582;DUNLIN GP.;Johansen Fm.;8.3705186844;;3.7303714752;2.6058440208;2.4552135468;63.312992096;67.862785339;0.2393233627;5.5274372101;89.529006958;61.201194763;;;;;0.0124163264;;;;;65030;1.0;1
16/2-11 A;1637.9071995;475458.71875;6518791.0;-1477.102905;ROGALAND GP.;Lista Fm.;12.55095005;;0.8055531383;0.8971940875;2.1791284084;78.56804657;;0.4747706056;4.7581806183;140.03425598;;12.250000954;32.242752075;;;-0.004049125;;;33.42502594;;65000;1.0;2
35/9-2;2180.4963577;550242.5;6800627.5;-2148.249268;VIKING GP.;Heather Fm.;8.4897975922;10.046657562;27.337400436;42.764186859;2.4139990807;110.78544617;123.30226135;0.2760450244;;95.013000488;24.697870255;8.5;;155.05410767;-0.010202558;-0.010399242;;10.063106537;;11.192032814;65000;1.0;1
25/8-7;1746.9111147;475895.84375;6593126.5;-1721.911133;HORDALAND GP.;Grid Fm.;13.395689964;0.5654406548;0.5657781959;0.48722139;;76.298202515;;;;142.18302917;;12.250000954;41.13105011;;1.1456872225;;0.1521795243;0.3554721177;;;65000;1.0;2
31/2-7;936.98493164;524585.25;6747129.0;-911.9673462;HORDALAND GP.;;19.042978287;;1.2055559158;1.1718446016;1.953350544;80.498939514;;0.4767512977;;155.3339386;54.595344543;;;;;0.0119506046;;;;;65000;1.0;2
31/2-8;2649.4929795;526924.75;6758504.5;-2624.102783;BAAT GP.;Heather Fm.;12.12347126;6.8560757637;3.3690953255;1.783724308;2.4855976105;63.318782806;75.716812134;0.2404439002;3.5793032646;76.24230957;65.244720459;;;;;0.054817073;;;;7.2268981934;65030;1.0;1
25/9-1;2220.31;483525.59375;6590323.5;-2195.037842;DUNLIN GP.;Amundsen Fm.;8.7649564743;2.0218799114;1.9883413315;1.9180417061;2.4775998592;110.98671722;;0.3847870827;3.5412678719;97.508384705;;8.5;18.216259003;;;0.0482705757;0.1521795243;2.0656011105;;1.9924287796;65000;1.0;1
7/1-1;2323.8407996;450382.1875;6406641.0;-2289.724365;SHETLAND GP.;Tor Fm.;13.656219482;0.9342386723;0.941798687;0.7335935235;2.401014328;8.7617197037;;0.1516235918;;78.609153748;7.7518634796;12.250000954;0.959092319;;1.4062188864;0.0060322718;1.5457605124;;;;70032;1.0;1
15/9-13;2006.928;437627.34375;6470980.5;-1981.681885;HORDALAND GP.;Utsira Fm.;22.609445572;;0.4860635996;0.4848472178;1.7297910452;46.867103577;;0.5656659007;8.3514995575;143.84507751;64.437980652;;39.443431854;;;0.0019367001;0.1366020888;;;;30000;1.0;2
31/4-5;999.22079639;503121.0625;6713770.0;-974.107666;HORDALAND GP.;Utsira Fm.;18.172874451;;1.1532382965;1.3956292868;1.9877979755;75.289825439;;;;140.61494446;115.25091553;;;;;-0.020599101;;;;;65000;1.0;2
16/10-3;554.6455993;460418.0;6453752.0;-514.6282959;NORDLAND GP.;;19.011270523;0.8005460501;0.7905560136;1.172909379;;133.0327301;;;;170.92401123;487.30395508;17.5;31.859998703;;1.5112663507;;0.1473864764;;;;65000;1.0;2
33/9-1;1575.418;437780.34375;6791573.5;-1550.417969;HORDALAND GP.;Utsira Fm.;;;0.6735037565;0.8471627831;1.9173675776;28.216785431;;0.5170003772;;168.4072113;56.672477722;;;;;-0.032970648;;;;;65000;1.0;2
25/2-13 T4;2048.824;469400.3125;6628714.5;-2024.924561;HORDALAND GP.;Utsira Fm.;14.294430733;1.1326926947;0.7085402012;0.6551702023;2.1001241207;55.753379822;;;6.580804348;138.16213989;29.815235138;17.5;;;-3.20556736;-0.009630068;;;;;65000;2.0;2
16/4-1;2890.1056039;449956.1875;6500258.5;-2864.045898;ROTLIEGENDES GP.;BASEMENT;12.444999695;;10.46613121;22.822639465;2.8828749657;35.464160919;;0.1386730522;;47.73474884;103.0165863;12.250000954;41.840999603;;0.1949997097;-0.002469522;0.1497830003;;;;93000;1.0;1
34/11-2 S;3772.272;466990.46875;6788175.5;-3709.002686;VIKING GP.;Draupne Fm.;9.7891120911;1.4035538435;14.788187027;15.993179321;2.5667324066;79.302772522;;0.1686303765;3.5241231918;80.768241882;-9.939048767;;;;;0.0266989172;;;13.980079651;1.403670311;65030;1.0;1
35/11-11;2646.7636;530383.5;6775179.0;-2622.726563;VIKING GP.;Heather Fm.;8.6306447983;;12.003344536;10.752456665;2.5772814751;109.8045578;;0.2927324772;3.8239278793;79.524269104;48.55065155;8.5;;143.01283264;;-0.0053;;11.398713112;1.6197960377;;65030;1.0;1
35/8-6 S;2794.5348;518232.6875;6799058.0;-2596.667725;SHETLAND GP.;Kyrre Fm.;12.378404617;;1.5333403349;1.5693171024;2.4513869286;62.698066711;;0.2679349184;5.1721072197;;;12.250000954;34.3853302;;;0.0239931531;;;33.61674118;;65000;1.0;1
25/4-5;1451.4228051;454469.53125;6603730.0;-1426.122925;HORDALAND GP.;Grid Mb.;20.421899796;;0.6626999974;0.9224588871;1.8796780109;40.576633453;;0.5397383571;;162.81660461;;17.5;;;2.921900034;-0.011295899;;;;;65000;1.0;2
25/2-7;998.03400061;479887.84375;6641112.0;-973.0196533;NORDLAND GP.;;18.994123459;1.0295693874;1.0295693874;1.2540595531;2.0488493443;56.476715088;;;4.5360398293;135.84155273;39.613750458;17.5;6.5696640015;;;0.0219999999;0.1270159781;;;;65030;1.0;2
34/10-35;1784.111;463380.78125;6771052.0;-1760.975342;HORDALAND GP.;Utsira Fm.;16.809749603;;0.6414129138;0.5223711133;1.908100009;31.825933456;;;4.2116532326;160.8986969;53.399360657;;;;;0.0325625166;;;;;65030;1.0;2
33/9-17;2858.8259854;438427.21875;6814149.5;-2831.044434;SHETLAND GP.;Tryggvason Fm.;8.6797008514;1.7314852476;1.6720714569;1.5932462215;2.4624428749;80.419929504;;0.3161981404;3.3380718231;99.445045471;68.404953003;8.5;;;;-0.00532325;;;4.4087724686;2.2372784615;65000;1.0;1
31/4-10;2032.0523926;510289.9375;6721196.0;-2009.975342;VIKING GP.;Sognefjord Fm.;8.262055397;1.9644967318;2.033441782;2.2453644276;2.4297945499;140.23530579;;0.3238535225;;98.059143066;-72.65594482;;;;;2.3846392632;;;29.899671555;1.7780401707;65000;2.0;1
35/9-6 S;3713.616;536950.3125;6804546.5;-3637.656738;HEGRE GP.;Lunde Fm.;8.4350204468;;28.875732422;29.468608856;2.578908205;141.54220581;;0.2744435072;2.8678824902;77.144271851;;;;;;-0.000419623;;23.844966888;5.8777880669;;65000;1.0;1
34/10-35;3454.743;463438.125;6771080.0;-3427.815186;SHETLAND GP.;Vaale Fm.;14.005067825;;2.6597070694;2.3856639862;2.549062252;39.111598969;;;4.6936469078;85.623176575;68.587554932;;;;;0.0200687423;;;;;65030;1.0;1
25/2-13 T4;3561.984;469364.59375;6628698.5;-3536.192871;DUNLIN GP.;Drake Fm.;11.036414146;6.4753546715;5.3218712807;5.1897163391;2.3148157597;75.102180481;;0.2754855752;;82.510505676;230.20014954;8.5;;;2.5364134312;0.2434621006;;;;;65000;1.0;1
25/2-13 T4;1324.24;469367.4375;6628722.0;-1301.149292;HORDALAND GP.;Utsira Fm.;17.672000885;1.7359360456;1.5562839508;1.6811181307;2.1362390518;62.465923309;;;2.7573792934;129.50979614;20.0;17.5;;;0.1720008999;0.0083506741;;;;;65000;1.0;2
34/12-1;3771.1495842;499931.28125;6787698.5;-3746.611816;SHETLAND GP.;Svarte Fm.;12.339765549;2.4969694614;1.8321169615;1.7644904852;2.5352377892;52.279964447;0.0062484946;;3.2940707207;95.668930054;;12.250000954;17.985441208;186.59178162;;0.0005358638;;;18.54309082;;65030;1.0;1
7/1-1;2647.1447996;450379.0625;6406641.5;-2613.010742;CROMER KNOLL GP.;Roedby Fm.;12.451581955;1.0283441544;1.0344682932;1.0785591602;2.5204181671;42.306083679;;0.201252833;;96.023490906;24.30330658;12.250000954;3.2645075321;;0.2015821338;0.0600998141;1.4858473539;;;;80000;2.0;1
16/7-5;961.90398517;446273.71875;6468386.5;-935.0871582;NORDLAND GP.;Utsira Fm.;22.147537231;0.7048134208;0.7072333694;0.7749000192;;46.363780975;;;;159.1153717;37.962097168;;1.3397519588;;;;1.1503335238;;;;65030;1.0;2
7/1-2 S;3069.1444;444920.40625;6421579.5;-3008.291992;VESTLAND GP.;Ula Fm.;8.5553159714;0.1785188466;0.1915456206;0.19504942;2.1659374237;39.598560333;;0.2679532468;7.1868443489;86.618911743;;8.5;34.055973053;165.46598816;;-0.023192724;;;34.453529358;;30000;1.0;1
25/7-2;2839.152;454811.0;6571022.5;-2813.606445;SHETLAND GP.;Jorsalfare Fm.;19.328100204;7.8587632179;5.0219602585;3.1880590916;2.6606123447;40.505237579;;;5.4345574379;77.885620117;109.76879883;17.5;2.0907421112;;1.828099966;-0.00715748;;6.5780153275;;6.7897515297;80000;1.0;1
30/3-3;2883.102;497358.21875;6737330.5;-2860.747559;VIKING GP.;Heather Fm.;9.2007446289;9.080083847;11.26334095;6.3184070587;2.6881773472;77.125419617;;0.2192462981;;77.167869568;27.753177643;;;;;-0.00368255;;;;9.0931243896;65000;1.0;1
34/11-2 S;4075.816;467119.34375;6788124.5;-3978.969971;BAAT GP.;Tarbert Fm.;9.5948171616;;21.654222488;30.988214493;2.585695982;52.829978943;;0.1040998027;3.9401896;74.068222046;-7.716431141;;;;;0.0080000004;;;7.4200000763;-999.0;30000;1.0;1
25/4-5;2153.3588051;454469.53125;6603730.0;-2128.058838;ROGALAND GP.;Heimdal Fm.;11.851599693;4.1889724731;26.484521866;22.769851685;2.0780894756;37.6352005;;0.1662134826;2.4908311367;112.83708191;;17.5;;;-5.648399353;-0.009842101;;4.1889724731;;;30000;1.0;1
31/6-8;1976.2844341;537151.5625;6713675.0;-1951.201294;VIKING GP.;Heather Fm.;8.3593997955;;1.5223910809;1.4175417423;2.3577530384;99.18637085;;0.3902851939;;99.801315308;60.995491028;8.375;;;;-0.012832049;;;;;65000;1.0;1
34/12-1;4324.4295842;499935.3125;6787692.5;-4299.80127;BAAT GP.;Tarbert Fm.;8.3727035522;16.953525543;24.212291718;21.43120575;2.5424399376;30.843774796;0.0060386648;0.113075316;6.8767437935;71.910820007;;8.375;30.635206223;120.96569061;;-0.002956638;;;8.5335302353;;70000;1.0;1
35/11-13;2919.766;529018.875;6781154.0;-2894.4375;VIKING GP.;Draupne Fm.;8.544500351;;;1.9486112595;;95.384788513;;0.6159244776;;113.55294037;;12.250000954;31.757440567;;;1.8715131283;;;29.496034622;;65000;1.0;2
34/5-1 A;3179.6019924;478965.65625;6845200.0;-2877.065186;SHETLAND GP.;Kyrre Fm.;12.153449059;;1.6670006514;1.597587347;2.3979444504;78.233795166;;0.3448753059;5.9600105286;100.93283844;;12.250000954;27.489463806;219.06292725;;0.0073758122;;;22.733207703;;65000;1.0;1
34/10-19;816.872;460123.0625;6783932.0;-794.8380737;NORDLAND GP.;;14.192216873;1.2559555769;1.5656507015;1.7787581682;1.8814098835;61.520298004;;0.5288562775;;135.13893127;4.6189885139;;;;;0.0554445609;;;;1.5520106554;65000;1.0;2
25/8-5 S;1455.8144;463951.71875;6591316.5;-1429.37915;HORDALAND GP.;Grid Mb.;13.076908112;0.8914727569;0.7503909469;0.6276178956;2.1643235683;80.151367188;;0.8733839989;5.1441631317;139.67111206;-235.6827393;12.250000954;26.142793655;;0.8269072771;-0.003057294;1.2342119217;0.5279073119;;0.6603961587;65000;1.0;2
31/2-1;1573.2762;530204.9375;6737677.0;-1549.230103;VIKING GP.;Heather Fm.;11.999900818;5.6345176697;4.5214304924;4.5323901176;2.2076127529;62.751644135;;0.4196996391;;131.65054321;21.36047554;12.250000954;;;;-0.007180222;;;;5.4986567497;65000;2.0;2
25/2-7;1998.0420006;479880.71875;6641113.0;-1972.952393;HORDALAND GP.;;18.539165497;0.6505213976;0.6505213976;0.6633563042;2.0870609283;43.125965118;;;3.3138084412;128.91427612;51.287322998;17.5;;;;-0.003147787;;;;;74000;1.0;2
34/7-21;2818.182;450315.625;6795995.5;-2791.308105;BAAT GP.;Ness Fm.;11.965245247;0.7069628835;1.845557332;1.5249894857;2.4280350208;105.03522491;;0.4036375284;8.9385128021;92.152854919;;;;;;0.0466319323;;;;;65000;1.0;1
25/4-5;1414.7908051;454469.53125;6603730.0;-1389.490845;HORDALAND GP.;Grid Mb.;20.010499954;;0.7391054034;1.1168129444;1.871183157;43.839107513;;0.6613480449;;164.31298828;;17.5;;;2.5105004311;-0.023867372;;;;;65000;1.0;2
16/10-1;1851.6477898;444153.21875;6435554.5;-1826.564209;HORDALAND GP.;Utsira Fm.;13.367135048;;0.7148804665;0.6589999199;2.1078794003;87.289230347;;0.3953604102;7.2656655312;130.40074158;91.082496643;12.5;13.42395401;;1.3155413866;-0.004260076;0.1581708491;;;;65000;1.0;2
35/4-1;3421.412;516085.375;6822430.0;-3395.076172;SHETLAND GP.;Tryggvason Fm.;12.593091011;;6.9336943626;7.0773181915;2.5519263744;24.402860641;;0.1799999923;5.953725338;81.619644165;;12.250000954;1.8573000431;142.73249817;;-0.020176783;;;;;70000;1.0;1
15/9-17;1585.8299984;438594.71875;6478953.0;-1563.784912;HORDALAND GP.;Utsira Fm.;12.559015274;1.282460928;1.308817625;1.3561884165;1.9763646126;44.531135559;51.979030609;0.4803025723;3.3385059834;128.47306824;35.403263092;;25.622810364;;;0.0010668804;0.1354038268;;;1.3102458715;70000;1.0;2
35/8-6 S;3902.7668;518365.78125;6798567.5;-3545.283936;VIKING GP.;Heather Fm.;8.5078420639;;4.9881892204;5.8235330582;2.3432564735;42.677974701;;0.1908149868;4.9896845818;80.457237244;;8.5;36.437835693;142.34449768;;0.0032185144;;;12.746308327;;30000;1.0;1
33/9-17;3027.3939854;438424.8125;6814164.5;-2998.925537;CROMER KNOLL GP.;Aasgard Fm.;8.5077991486;2.7365410328;2.5165617466;1.9145143032;2.5718562603;95.492294312;;0.3700000048;5.5645680428;101.08766937;80.0;8.5;;;;-0.008939859;;;5.00770998;2.8488173485;65000;1.0;1
30/3-3;463.11;497359.65625;6737311.0;-441.1051636;NORDLAND GP.;;10.70468998;2.6748850346;2.1238763332;2.4578061104;2.0295441151;82.652229309;;;2.1298100948;157.47787476;51.73507309;;;;;0.0239247438;;;;2.6741940975;65000;1.0;2
16/2-16;1764.6863961;476768.21875;6523588.5;-1738.321411;SHETLAND GP.;Hod Fm.;12.376752853;;2.3062114716;2.4048330784;2.3875927925;23.043088913;;0.1651106179;4.4280157089;82.35546875;;12.250000954;29.603776932;157.54946899;;-0.006298325;;;;;70000;1.0;1
31/3-4;1807.841638;537238.75;6759165.5;-1767.656982;VIKING GP.;Heather Fm.;8.2728452682;1.0405670404;1.1494939327;1.2251034975;2.3138201237;120.51285553;;0.3771039248;5.8765954971;100.33447266;;8.5;34.769428253;193.4800415;;-0.012322105;;0.7246325016;37.004520416;;65000;1.0;1
16/5-3;1963.774;474406.34375;6510405.0;-1941.693726;HEGRE GP.;Skagerrak Fm.;8.6032924652;;3.0934259892;3.1919248104;2.3841814995;93.713516235;;0.2688203752;3.0366742611;90.60572052;;8.5;13.498606682;176.21307373;;-0.008998119;;3.496835947;13.936078072;;30000;2.0;1
16/7-5;2452.4159852;446269.75;6468389.5;-2425.502686;SHETLAND GP.;Tor Fm.;9.5781002045;7.787894249;7.1962161064;6.6469335556;2.5995218754;12.017903328;;0.0678018779;5.4545955658;62.251869202;83.6092453;;6.4607610703;;;-0.021676101;1.2342119217;;;;70000;1.0;1
26/4-1;3259.5681995;501130.78125;6608171.0;-3236.286377;DUNLIN GP.;Drake Fm.;9.697851181;1.0168018341;3.5005800724;2.4302918911;2.5999984741;118.23538971;;0.3374254704;2.942943573;84.629348755;65.348617554;8.5;3.346937418;;1.1978513002;-0.00889641;0.1437916905;;;;65000;1.0;1
25/4-5;3474.3908051;454469.53125;6603730.0;-3449.091064;SHETLAND GP.;Svarte Fm.;12.700679779;;3.1560072899;2.4957816601;2.568469286;35.037288666;;0.1636173576;;80.297767639;;12.250000954;;;0.4506793916;0.0009045493;;;;;80000;1.0;1
25/3-1;3476.352;487284.4375;6643979.5;-3453.681641;DUNLIN GP.;Sleipner Fm.;8.6875;14.60952282;7.3710837364;7.2142572403;2.6214675903;94.489303589;;0.3842354417;4.411386013;101.51576996;243.30603027;8.5;31.856578827;;0.4498845935;0.0093950136;2.1568751335;14.508810997;;14.493610382;65000;1.0;1
31/2-19 S;3469.0464;519131.0625;6753413.5;-3071.354736;BAAT GP.;Heather Fm.;8.423828125;2.2612240314;5.2902154922;6.1497583389;2.5893421173;51.787246704;;;3.6707687378;69.204597473;-189.9985199;8.5;;;-0.076171979;0.0134422565;;1.4005225897;;1.4005066156;30000;1.0;1
33/9-17;1126.0259854;438472.0625;6814183.0;-1099.884155;HORDALAND GP.;Utsira Fm.;12.16409874;0.9173595309;0.8558464646;0.9500473738;1.5919225216;49.097221375;;0.4360347688;14.497115135;157.76028442;28.65086937;12.250000954;;;;-0.067923382;;;52.288448334;;30000;1.0;2
31/2-1;1697.1562;530205.8125;6737676.0;-1673.103027;VIKING GP.;Fensfjord Fm.;11.89632988;2.7286374569;2.7286374569;0.6467883587;2.2065734863;41.801921844;;0.3558914065;;86.322517395;23.87128067;12.250000954;;;;-0.001229069;;;;14.755513191;65030;2.0;1
35/11-1;2021.4411228;535644.0625;6783536.5;-1996.263184;VIKING GP.;Heather Fm.;18.290370941;;7.0900344849;3.6994576454;2.3742718697;68.414512634;;0.410543412;3.8411495686;108.17462921;63.810337067;;;;;-0.011913835;;;;;30000;1.0;2
30/6-5;301.1544;497437.375;6728312.0;-276.1540527;NORDLAND GP.;;14.444031715;1.7107257843;1.5448999405;1.7150475979;;53.293289185;;;;166.53131104;48.523422241;;63.637786865;;;;;;;1.672832489;65000;1.0;2
16/10-2;3046.1852022;443271.15625;6444989.0;-3018.870361;VESTLAND GP.;Skagerrak Fm.;8.3039531708;;0.9802851081;0.8731245995;2.4513280392;58.410289764;;0.2032839358;3.6005465984;79.426078796;96.549987793;8.5;;;-0.196046785;0.0135050043;;;;;30000;2.0;1
34/10-19;984.528;460121.5;6783933.0;-962.4846191;HORDALAND GP.;Utsira Fm.;21.754785538;0.8191956282;0.9019249678;1.1140408516;;38.972690582;;;;162.4131012;7.0956845284;;;;;;;;;1.3322694302;65000;1.0;2
25/2-13 T4;1330.624;469367.8125;6628722.0;-1307.522827;HORDALAND GP.;Utsira Fm.;17.672000885;1.8519986868;1.6910750866;1.8583710194;2.1412162781;63.287185669;;;2.6446492672;126.10431671;21.992301941;17.5;;;0.1720008999;-0.006452439;;;;;65000;1.0;2
25/8-7;1599.9271147;475895.84375;6593126.5;-1574.927124;HORDALAND GP.;Grid Fm.;14.174275398;0.6112886071;0.6121085286;0.5501974225;;79.472419739;;;;145.34411621;;12.250000954;10.710398674;;1.9242787361;;0.1521795243;0.3018932641;;;65000;1.0;2
30/3-3;1477.558;497354.6875;6737313.5;-1455.509888;HORDALAND GP.;Utsira Fm.;19.704900742;0.9987478852;0.9182956219;0.980638206;2.006300211;36.309127808;;;20.58483696;138.17308044;59.131412506;;;;;-0.002326683;;;;0.9964526892;65000;2.0;2
17/11-1;2752.065016;520153.1875;6452287.5;-2725.065186;ZECHSTEIN GP.;Smith Bank Fm.;12.928103447;;;1857.5270996;2.0760250092;12.91183567;;0.04556996;;68.836715698;;;31.038869858;;;-0.000670273;1.3780035973;;;;88000;1.0;3
25/6-3;1268.3717289;495704.375;6618250.0;-1243.1604;HORDALAND GP.;Skade Fm.;10.091686249;1.3676767349;3.4745247364;3.5312891006;2.3327403069;84.52040863;;0.8057629466;;146.31216431;;8.5;27.570587158;204.28059387;;;0.1545760483;1.4626767635;;;65000;1.0;2
31/3-3;1012.946;545895.0;6744766.0;-986.4751587;ROGALAND GP.;Sele Fm.;;0.7547596693;0.7547951937;0.7870159745;1.9228535891;90.185256958;;0.1918510199;;156.2339325;36.540248871;;;;;0.0633321181;;;;;65000;1.0;2
35/11-11;2126.6196;530381.1875;6775194.0;-2102.965088;SHETLAND GP.;Kyrre Fm.;12.96279335;;1.7896822691;1.536932826;2.4625041485;108.84797668;;0.332046032;3.5026276112;107.97489166;62.311470032;12.250000954;14.217000008;236.70109558;;-0.0058;;1.8262484074;14.350462914;;65000;1.0;1
31/6-8;1818.2044341;537153.6875;6713675.0;-1793.136475;VIKING GP.;Fensfjord Fm.;8.25;;1.1778838634;1.1077373028;2.2967162132;76.691986084;;0.3564003408;;97.485794067;78.576553345;8.375;;;;-0.020556383;;;;;65030;1.0;1
33/9-17;588.85798535;438476.53125;6814189.0;-562.7738647;NORDLAND GP.;;13.605814934;2.5123331547;2.0226848125;2.8822667599;2.1634135246;65.973571777;;0.3657718599;6.5034074783;195.68121338;18.677852631;12.250000954;;;;-0.007;;;42.289241791;;65000;1.0;2
35/9-10 S;3237.9096;537921.8125;6791158.5;-2728.334229;VIKING GP.;Heather Fm.;8.5930337906;;10.752729416;11.034932137;2.5069375038;85.616539001;;0.3338581026;3.8631215096;85.218009949;;8.5;20.991378784;154.55050659;;0.0161566716;;;;;65030;1.0;1
34/8-1;1429.2170232;469662.65625;6803718.5;-1406.17749;HORDALAND GP.;Utsira Fm.;17.522001266;;0.722165525;0.8317059875;2.1174669266;61.966903687;;;1.8923275471;147.03501892;61.602115631;17.5;;;;-0.012229196;;;;;30000;1.0;2
25/3-1;3721.984;487286.90625;6643981.0;-3699.294678;DUNLIN GP.;Sleipner Fm.;7.8766436577;11.479405403;5.9066300392;6.0581746101;2.6806097031;70.858131409;;0.3107905388;3.6558017731;76.926017761;257.59887695;8.5;24.967622757;;1.515625;0.029204201;2.1568751335;11.539115906;;11.548696518;65000;1.0;1
